Title,Summary,URL,Interesting
First grain ships arrive in Ukraine using new route,"Officials say the vessels will deliver 20,000 tonnes of wheat to world markets.",/news/world-europe-66835210,1
My family buried my grandmother while ducking bullets,Zeinab Mohamed Salih writes about how dangerous it was to bury her grandmother in war-hit Sudan.,/news/world-africa-66787942,0
Texas attorney general acquitted of corruption charges,Donald Trump ally Ken Paxton is acquitted in an impeachment process that divided Republicans.,/news/world-us-canada-66834702,0
Gardaí seize rifle and more than 170 bullets,A man in his 30s has been arrested and is currently in custody in a Garda station.,/news/articles/crg850nr63ro,0
Newborn baby dies on Italy migrant boat,"The body was placed in a white coffin and taken to a cemetery in Lampedusa, reports say.",/news/world-europe-66830846,0
Body found in search for UK fighter in Ukraine,"Daniel Burke, from Manchester, had been fighting for Ukraine in the war against Russia since 2022.",/news/uk-england-manchester-66818159,0
"Man, 81, charged over historical child sex abuse",James Henry Clarke with an address in Canada faces three charges dating back to the 1960s and 1970s.,/news/uk-northern-ireland-66829906,0
Tourist joins aid efforts after escaping quake,Rebecca Calvert is planning a fundraiser for those affected after returning from quake-hit Morocco.,/news/uk-england-berkshire-66811079,0
Mourners flock to funeral of divisive Zulu leader,Mangosuthu Buthelezi has been granted a state funeral but the debate over his legacy reopens wounds.,/news/world-africa-66818249,1
Sergeant's memorial bench to be carried 22 miles,Sgt Gareth Thursby was fatally injured on 15 September 2012 while serving in Afghanistan.,/news/uk-england-york-north-yorkshire-66819660,0
Rugby fan turns 80 travelling France by train,Ann Williams and husband Wyn are interrailing around France to watch Wales in the Rugby World Cup.,/news/uk-wales-66819883,0
Why I gave up binge-drinking after years of misery,Three women with experiences of binge-drinking share their stories of completely quitting alcohol.,/news/uk-northern-ireland-66681925,0
Historic Ukraine sites added to UN danger list,St Sophia's Cathedral in Kyiv is among the buildings the UN warns is at risk of destruction.,/news/world-europe-66827743,1
US special counsel asks judge for Trump gag order,"The order, if approved, would set limits on what Mr Trump can say about his election meddling case.",/news/world-us-canada-66828011,0
Drug lord El Chapo's son extradited to the US,Ovidio Guzmán-López is suspected of being one of the leaders of the notorious Sinaloa cartel.,/news/world-us-canada-66827744,0
Why do people opt for a Brazilian butt-lift and is it safe?,"A so-called Brazilian butt-lift is the fastest-growing form of cosmetic surgery, despite the risks.",/news/uk-england-norfolk-66798236,0
How Tube Girl became TikTok's latest icon,Sabrina Bahsoon - aka Tube Girl - talks about becoming TikTok's dancing queen and inspiring others.,/news/newsbeat-66823675,0
Polish government under pressure over visa scandal,"Media reports say migrants paid up to $5,000 (£4,000) each to speed up work visa applications.",/news/world-europe-66827742,1
Biden says striking car workers deserve 'fair share',"The president urges Ford, General Motors and Stellantis to ""go further"" to meet the union demands.",/news/business-66822558,1
Diamonds and diplomacy: How a US envoy fell from grace,High-flying former ambassador brought down by ethics scandals and a conviction for illegal lobbying.,/news/world-us-canada-66790328,0
Kutcher quits charity after Masterson backlash,"The actor says his letter of support for rape convict Danny Masterson was an ""error in judgement"".",/news/world-us-canada-66827692,0
What anger over top influencer says about China today,Li Jiaqi's comments struck a raw nerve as China's youth struggle to find jobs in a sputtering economy.,/news/world-asia-66816564,1
Emotional Kielty makes Late Late Show debut,"The County Down-born comedian says hosting RTÉ's flagship show is the ""honour of a lifetime"".",/news/uk-northern-ireland-66815980,0
Britain's impossible dilemma over China's electric cars,Chinese car imports will help the UK hit its net zero goal but could damage its own car industry.,/news/business-66820791,1
Libyan official rejects blame for flood disaster,An official tells the BBC people in Derna were told to flee but some did not take the threat seriously.,/news/world-africa-66822837,1
'I need to help get people in their houses',"Karima Chiki, who lost a family member in the Moroccan earthquake, wants to help the community rebuild.",/news/uk-england-bristol-66820126,0
Protesters condemn Russian soprano's Berlin opera,Anna Netrebko has been accused of failing to denounce Vladimir Putin for Russia's war in Ukraine.,/news/world-europe-66824691,1
Three men cleared of plotting to kidnap US governor,A jury acquitted the group of involvement in a plot to kidnap Michigan's Gretchen Whitmer,/news/world-us-canada-66814555,0
Trevor Noah jumps into fan's car to beat traffic,The ex-Daily Show host's ordeal played out live on air as he ran late for an interview in Johannesburg.,/news/world-africa-66822835,0
UK formally bans Wagner as terror organisation,The move comes just weeks after the death of the group's founder Yevgeny Prigozhin.,/news/uk-66822833,1
Colombian artist Fernando Botero dies aged 91,"Colombia's best-known artist, he won worldwide fame with sculptures and paintings of rotund figures.",/news/world-latin-america-66819339,0
Man extradited from Canada over 1970s sex offences,The man was arrested on suspicion of a number of sexual offences against children in Northern Ireland.,/news/uk-northern-ireland-66824302,0
Morocco quake kills entire class of schoolchildren,A teacher tells the BBC all 32 of her pupils died after tremors struck a mountain village.,/news/world-africa-66818257,0
Aid worker inspired by resilience of Moroccans,A Wiltshire-based disaster response charity is providing relief in the Moroccan Atlas Mountains.,/news/uk-england-wiltshire-66817759,0
Rubiales given restraining order over World Cup kiss,Prosecutors asked the court to bar Spain's ex-football president from approaching player Jenni Hermoso.,/news/world-europe-66818691,0
Workers start historic strike at US motor giants,"More than 10,000 staff stop work at factories owned by General Motors, Ford and Stellantis.",/news/business-66803278,1
Men tried over bus driver death in face-mask fight,Two men in France are accused of beating a bus driver to death after refusing to wear masks.,/news/world-europe-66819335,0
Relative of Libya flood victims says alerts failed,Ahmed Hassadi from Brighton says humanity must learn lessons after members of his family died.,/news/uk-england-sussex-66821105,0
Mexican police convicted over migrant killings,The officers are convicted of killing 17 migrants found in a burnt truck near the US border in 2021.,/news/world-latin-america-66819337,1
"UK, France and Germany to keep sanctions on Iran",The three nations say Iran is in breach of the 2015 nuclear deal by producing enriched uranium.,/news/world-middle-east-66816312,1
Mapping the life of a slave boy sold to a Scotsman,"Experts and artists are studying the life of Scipio Kennedy, who was brought to Culzean Castle in 1694.",/news/uk-scotland-66815687,0
Greta Thunberg charged after second oil port block,"The climate activist refused to end the protest, hours after being convicted of a similar offence.",/news/world-europe-66818366,0
Apple to update iPhone 12 in France over radiation,"Apple will update the phone in France but not elsewhere over what it says is ""not a safety concern"".",/news/technology-66795175,1
India calls X a 'habitual non-compliant platform',X is fighting a legal case challenging several government orders to block certain accounts and posts.,/news/world-asia-india-66805347,1
Kim and Putin go public – but is it all a show?,The meeting between North Korean and Russian leaders aimed to send a message to the West.,/news/world-asia-66805584,1
US envoy queries China defence minister’s absence,Li Shangfu's absence in recent weeks has triggered speculation of a corruption purge in the military.,/news/world-asia-china-66817348,1
"'Grenfell, the earthquake - it's trauma on trauma'",Members of England's Moroccan communities tell the BBC how they have been affected by the earthquake.,/news/uk-england-66798052,0
Taiwan tells Elon Musk it is 'not for sale',Mr Musk draws anger from Taipei again for his comments saying the island belongs to China.,/news/world-asia-china-66816507,1
Australian cricket star MacGill charged with drug supply,"Two years after his alleged kidnapping made global headlines, Stuart MacGill has been arrested.",/news/world-australia-66816892,0
What Hunter Biden charges mean for the president,The outcome of the case will play a significant part in what promises to be a turbulent election cycle.,/news/world-us-canada-66812603,0
Blue plaque unveiled at birthplace of Egyptologist,"Ernest Harold Jones, from Barnsley, sparked interest in finding Tutankhamun's tomb, historians say.",/news/uk-england-south-yorkshire-66809602,0
Bangladesh jails activists for documenting killings,Adilur Rahman Khan and Nasiruddin Elan had the charges hanging over their heads for 10 years.,/news/world-asia-66816560,0
'Bodies still washing up' in Derna one week after Libya floods,Aid organisations fear many dead still remain in the debris of the devastated city and not enough clean water is available for survivors.,/news/live/world-africa-66815068,0
Libya flood: Where every house is in mourning,The Egyptian village of al-Sharif has lost at least 70 young men in the Libyan floods.,/news/world-africa-66810983,1
Quest to prosecute priest charged with torture,Father Franco Reverberi is wanted in Argentina on charges of murder and torture under military rule.,/news/world-latin-america-66574950,0
Zelensky expected to meet Biden during US trip,The visit comes as US lawmakers debate sending another $24bn (£19bn) to Ukraine.,/news/world-us-canada-66816333,1
Egon Schiele art seized in US over Holocaust claim,Heirs of a Jewish collector who died in a concentration camp say the artwork is stolen.,/news/world-us-canada-66815694,0
UK chip designer Arm shares surge in market return,"The jump in share price was a sign of confidence in Arm, a star of the British tech industry.",/news/business-66805116,1
Ron DeSantis defies CDC Covid boosters guidance,"The DeSantis administration has advised against boosters for those under 65, countering US health experts.",/news/world-us-canada-66814552,1
Dog walks and dinner auctioned for Hollywood strike,"Would you rather have Adam Scott walk your dog, or Lena Dunham paint a mural in your house?",/news/world-us-canada-66814826,1
Hunter Biden indicted on federal gun charges,President Biden's son Hunter is criminally charged with three counts of lying when buying a firearm.,/news/world-us-canada-66815168,0
First rioter tried for Brazil capital unrest gets 17 years,Aecio Pereira is the first to be convicted over the storming of government buildings in January.,/news/world-latin-america-66810835,0
The struggles and scandals of Hunter Biden,The public and private struggles of President Biden's second child have spilled over into politics.,/news/world-us-canada-55805698,0
Irish man seriously ill after eating Bordeaux fish,Reports say the man's wife died from complications linked to a botulism outbreak in Bordeaux.,/news/articles/c723rndl109o,0
Billion dollar amphetamine haul seized in UAE,Dubai police uncover 13 tonnes of the drug known as Captagon hidden in doors and wooden panels.,/news/world-middle-east-66810832,0
Why the Libyan port floods were so catastrophic,A visual guide to why heavy rain caused such devastation and killed so many people in the city of Derna.,/news/world-africa-66799518,1
French supermarket puts up 'shrinkflation' signs,Carrefour is telling its customers which products are smaller than they used to be.,/news/business-66809188,1
"China poses threat to UK way of life, says Sunak",The prime minister responds to a highly critical report on the UK's security response to China.,/news/uk-politics-66810912,1
"Romney to retire, tells Biden and Trump to do same","The senator, who is not running again, has called for a ""new generation"" of leaders in US politics.",/news/world-us-canada-66803847,1
Nigeria hit by near-total power blackout,"Power generation in Nigeria, a major oil and gas producer, fell to zero megawatts early on Thursday.",/news/world-africa-66810202,1
Captured US jail fugitive planned to flee to Canada,Danelo Cavalcante also reportedly said officers came so close at times they almost stepped on him.,/news/world-us-canada-66812420,0
How Libya's turmoil made flooding even more deadly,"Over years of lawlessness, Libya has faded from a prosperous state to a vulnerable, fragile one.",/news/world-africa-66797307,0
Cruise ship stranded in Greenland pulled from mud,"The Ocean Explorer with 206 people on board had been stuck since Monday, with some catching Covid.",/news/world-europe-66810810,0
Taliban welcomes first new Chinese envoy since takeover,Afghanistan's leaders say it's a sign for other nations to establish relations with its government.,/news/world-asia-china-66805404,1
Kim Jong Un extends Russia visit by several days,"Meanwhile Vladimir Putin has ""gratefully"" accepted an invitation to visit North Korea, Kremlin says.",/news/world-asia-66810830,1
'An unimaginable scene': Survivors describe Libya floods,Residents of Derna tell the BBC how they got out alive as floodwaters smashed through the city.,/news/world-africa-66803111,0
Three EU countries examine French iPhone 12 warning,European regulators assess possible health risks after France's decision to temporarily halt sales.,/news/world-europe-66808376,1
Gaza boundary wall blast kills five Palestinians,A security source says a home-made device exploded as young men tried to throw it at Israeli troops.,/news/world-middle-east-66806141,0
New satellite images reveal Libya flood destruction,Pictures reveal washed-away streets and thousands of destroyed buildings in the city of Derna.,/news/world-africa-66807956,1
'We'll stay in Morocco as long as needed',Lincolnshire firefighters search for survivors in the earthquake-hit country.,/news/uk-england-lincolnshire-66806532,0
Kent firefighters rescue dog after Morocco quake,"The firefighters on a search and rescue mission speak of the ""devastation"" caused by the quake.",/news/articles/cw4x2z7vd18o,0
Libyan national's fear for family's flood struggle,Ashraf Ali says it took days for him to learn if relatives were safe in devastating flooding in Libya.,/news/uk-england-birmingham-66802787,1
Body of Ecuador gang leader stolen from cemetery,"The body of Junior Roldán, who was shot dead in May in Colombia, has vanished from a cemetery vault.",/news/world-latin-america-66807196,0
Russian air defence system destroyed in Crimea - Ukraine,A Ukrainian official tells the BBC the air defence system was destroyed in a cruise missile attack.,/news/world-europe-66805897,1
Boxing coach helping Ukrainian refugee achieve dream,Chris Sanigar has coached world champions and is now training a young boxer displaced by war.,/news/uk-england-bristol-66803609,0
Dog catches escaped Pennsylvania murderer,"Danelo Cavalcante, 34, resisted arrest in a wooded area after an aircraft picked up his heat signal.",/news/world-us-canada-66800144,0
Libyan rivals 'co-ordinating over flood relief',"Derna's mayor says the confirmed death toll of 5,300 could eventually climb to 20,000.",/news/world-africa-66805254,0
The US wants to talk to North Korea but doesn't know how,Can President Joe Biden bring the mercurial North Korean leader to the table?,/news/world-asia-66771574,1
Netflix actress is surprise candidate for Taiwan VP,"Presidential bet Terry Gou, the Foxconn founder, has selected Tammy Lai as his running mate.",/news/world-asia-66806123,0
New websites spread election disinformation in Nigeria,The BBC Global Disinformation Team analysed three new websites in Nigeria and found many false stories.,/news/world-africa-66647768,1
Indian man arrested for stealing buffaloes in 1965,Police recently began reinvestigating the 58-year-old case and found the culprit.,/news/world-asia-india-66805342,0
Indian state on alert after fifth Nipah virus case,Two people have died in the fourth Nipah virus outbreak to occur in Kerala state since 2018.,/news/world-asia-india-66793836,1
"Libya flooding deaths hit around 11,000 - Red Crescent",Workers are still pulling bodies from the water and the rubble after Sunday's flood in Derna.,/news/live/world-africa-66805748,1
Rogue Russian pilot tried to shoot down RAF jet,"The pilot fired two missiles - the first missed rather than malfunctioned, as was claimed at the time.",/news/uk-66798508,1
In pictures: Desperate search for flood survivors,"In Libya, officials say at least 10,000 people are missing and thousands more are displaced.",/news/in-pictures-66805006,0
Hurricane Lee takes aim at US and Canada east coast,The massive storm is growing larger as it inches towards the coast ahead of expected Sunday landfall.,/news/world-us-canada-66800664,0
Kim and Putin discuss possible military cooperation,Vladimir Putin met Kim Jong Un in a highly scrutinised visit suspected to yield an arms deal.,/news/world-asia-66783384,1
Impeachment inquiry 'based on lies' - White House,A top Biden aide asked the press to apply “appropriate scrutiny” to Republican allegations of wrongdoing.,/news/world-us-canada-66804262,0
US Daca child migrant programme ruled unlawful,"The judge, however, did not grant a request to end protections for migrants who came to the US as children.",/news/world-us-canada-66044676,0
He ended the Bongo dynasty. Now what?,Gen Ngeuma has raised the expectations of many people after ending 55 years of rule by the Bongo family.,/news/world-africa-66745738,1
Shoes to TVs - looting spree ravages war-hit Sudan,Homes and businesses have been ransacked as law and order breaks down in Sudan's capital.,/news/world-africa-66637454,0
Why the FBI is still searching for hundreds of Capitol rioters,The FBI says they are searching for more than 300 people - most of whom they say remain unidentified.,/news/world-us-canada-66757561,1
"'My family paid $40,000 to bring me back from the dead'","Syrians trying to find information about ""missing"" prisoners, are finding themselves paying thousands to fraudsters.",/news/world-middle-east-66780215,1
France sets out plan to ban disposable vapes,France joins several other European countries that are trying to stop children using e-cigarettes.,/news/world-europe-66797972,1
Officer heard joking about woman run over by police,Video appears to show a Seattle police officer laughing about an Indian student killed by a patrol car.,/news/world-us-canada-66803960,0
Man arrested after touching Spanish TV reporter,Isa Balado was interrupted during a live broadcast when a man appeared to touch her bottom.,/news/world-europe-66804170,0
Quake turns Moroccan village to field of boulders,"Rescuers find that few homes remain in the devastated village of Douzrou, where 100 have died.",/news/world-africa-66804078,0
Romanians told to shelter from Russian drones,Residents on the Ukraine-Romania border receive warning as Russia pounds ports across the Danube.,/news/world-europe-66794880,1
Expats united in grief over Libya's flood tragedy,"Libyans in Manchester tell of the flood in their homeland that claimed at least 5,300 lives",/news/uk-england-manchester-66802825,0
"Calls for support as 5,300 dead in Libya floods","As victims in Derna are buried in mass graves, rescuers say they are desperate for more help.",/news/world-africa-66800446,0
Norway's princess sets date to wed shaman,The self-proclaimed shaman and the princess are known for their controversial alternative beliefs.,/news/world-europe-66804252,1
Relatives sought over Sara death return to UK,Police vehicles could be seen at the terminal where the plane carrying the trio landed.,/news/uk-66800712,0
How escaped killer was finally caught after two weeks,"A heat signal and a law enforcement dog helped catch the murderer, who evaded officers for 14 days.",/news/world-us-canada-66802491,0
El Chapo's wife Emma Coronel released from prison,"Coronel, 34, had admitted helping Guzmán run the Sinaloa drugs cartel and aiding his prison escape.",/news/world-latin-america-66796456,0
Tory MP quits Commons post after Afghanistan row,Defence Committee chair Tobias Ellwood was facing pressure after comments about the Taliban's rule.,/news/uk-politics-66797794,1
British soldier charged over death of Canada businessman,Craig Gibson has appeared in court after the alleged assault in Toronto.,/news/uk-66795774,0
US must work with Canada to stop China meddling - MP,A Canadian politician has detailed to US lawmakers ways he says China tried to intimidate him.,/news/world-us-canada-66791749,1
Ukraine launches missile attack on Crimea,"Ten missiles and three unmanned boats were used to attack the home of Russia's Black Sea fleet, Moscow says.",/news/world-europe-66793900,1
How sea drones are changing the Ukraine conflict,Moscow has blamed Ukraine for a series of attacks by sea drones on Russian naval targets.,/news/world-europe-66373052,1
"RTÉ not facing bankruptcy, director general says",All discretionary spending will be stopped in plans to restore confidence in the Irish broadcaster.,/news/articles/cg38p1927gvo,0
No confidence vote 'a bitter blow' - garda chief,Irish police boss Drew Harris has faced internal opposition over a number of staff issues.,/news/articles/c4n8v9796n1o,0
Lauren Boebert kicked out of Beetlejuice musical,The Republican lawmaker was accused of disruptive behaviour and asked to leave a show in Colorado.,/news/world-us-canada-66798627,0
Before and after pictures show Morocco quake ruin,Satellite images of mountain villages reveal the widespread damage.,/news/world-africa-66801789,0
Iraq country profile,"Provides an overview of Iraq, including key dates and facts about this Middle Eastern country.",/news/world-middle-east-14542954,1
56 dead and dozens injured in Hanoi apartment blaze,Authorities in fast-growing Hanoi say many newly-built apartments do not meet fire safety regulations.,/news/world-asia-66794751,0
Security services warn over Chinese spying in politics,"It includes alerts about people trying to get on in politics, and cautions not to discuss sensitive work in Westminster pubs.",/news/uk-politics-66798560,1
What is Ethiopia's giant dam on the Nile?,Egypt is concerned that Ethiopia is using water from the Nile to fill its giant Renaissance dam.,/news/world-africa-66776733,1
Libya country profile,"Provides an overview of Libya, including key dates and facts about this north African country.",/news/world-africa-13754897,1
US inflation pressures stubborn as fuel prices rise,"The US inflation rate was 3.7% over the 12 months to August, up from 3.2% in July.",/news/business-66800212,1
"Sunak has no clear strategy on China, says Starmer","The Labour leader calls for a full audit of UK-China relations, at prime minister's questions.",/news/uk-politics-66788548,1
Federal charges for five Tyre Nichols officers,"Fiver police officers brutally beat the 29-year-old black man, who later died from his injuries.",/news/world-us-canada-66798626,0
Memoir reveals new JFK assassination detail,"Ex-Secret Service agent Paul Landis reveals a new detail some say upends the ""single bullet theory"".",/news/world-us-canada-66792977,0
"Helicopter heat signal found escaped killer, US police say","A police dog subdued convicted killer Danelo Cavalcante as he tried to crawl away, finally ending the two-week manhunt.",/news/live/world-us-canada-66800082,0
Flood-hit Libyan city living through 'doomsday',A Libyan journalist tells the BBC of a friend whose entire family was killed by the flooding.,/news/world-asia-66796076,0
Firefighters in Morocco earthquake rescue mission,Two Leicestershire firefighters are part of a UK team sent to support rescue efforts.,/news/uk-england-leicestershire-66778756,0
Austrian ex-minister moves to Russia with ponies,"Karin Kneissl is known for her links to Russia, including dancing with Vladimir Putin at her wedding.",/news/world-europe-66795596,1
France halts iPhone 12 sales over radiation levels,Apple has been told it must recall every iPhone 12 sold in the country if it cannot fix the problem.,/news/technology-66795168,1
What is the Northern Ireland Investment Summit?,The investment summit in Belfast is a big sales pitch to international firms - what could it achieve?,/news/uk-northern-ireland-66749015,0
V&A cares for looted ancient Yemeni funeral stones,The stones were reported by an archaeology enthusiast in an interior design shop.,/news/articles/c9ejlxzn1dzo,0
Sudan country profile,"Provides an overview of Sudan, including key dates and facts about this northeast African country.",/news/world-africa-14094995,1
Venice backs €5 fee for day-trip tourists,The charge - which will apply to all visitors aged over 14 - is designed to tackle soaring tourism.,/news/world-europe-66778379,1
Counselling plan in killed British fighter's name,Samuel Newey's family say volunteers fighting overseas should be offered support when they return.,/news/uk-england-birmingham-66785947,0
Kim Jong Un and Vladimir Putin meet for talks in Russia,The two leaders are expected to discuss an arms deal as Russia faces a counter-offensive in Ukraine.,/news/world-asia-66787449,1
China finance boss jailed for life in corruption case,Ex-China Life Insurance chairman Wang Bin is the latest high-profile boss to be caught up in the crackdown.,/news/business-66793613,0
Flooded Libyan city buries its dead in mass graves,"At least 10,000 people are still missing after a catastrophic dam burst which took 2,300 lives.",/news/world-africa-66793306,0
Canada officials investigate child E. coli outbreak,Over 260 children have gotten sick and six are undergoing dialysis after the outbreak.,/news/world-us-canada-66793650,0
"Qantas illegally fired 1,700 workers - top court",The Australian airline has been embroiled in several scandals since the pandemic began.,/news/world-australia-66793496,0
'Desperate' US fugitive is armed with stolen rifle,"Danelo Cavalcante has stolen a rifle from a homeowner, who fired shots as the escaped murderer fled.",/news/world-us-canada-66785066,0
What we know about Biden impeachment case,"Republicans want to investigate the ""culture of corruption"" they claim surrounds the president.",/news/world-us-canada-66792083,1
Young Moroccans answer social media calls for help,Scores of young volunteers help distribute aid for hundreds of devastated communities in Morocco.,/news/world-africa-66793155,0
Colombia 'deadliest country for environmentalists',A study shows 60 environmental activists were killed in Colombia in 2022 out of 177 murdered worldwide.,/news/world-latin-america-66784686,0
Tsunami-like flood drags people into sea in Libya,"At least 2,300 people are dead and 10,000 are missing after a catastrophic dam burst during a storm.",/news/world-africa-66785466,1
OneCoin accomplice jailed for 20 years,Sebastian Karl Greenwood was sentenced by a US judge for the massive scam that stole billions from investors.,/news/world-us-canada-66793135,0
House of Representatives to open Biden impeachment inquiry,Senior Republican Kevin McCarthy says the inquiry will investigate allegations of abuse of power.,/news/world-us-canada-66779228,1
Google denies abusing power to dominate online search,"In a landmark trial brought by the US government, the tech giant denies using illegal practices to gain a monopoly.",/news/business-66790608,1
Russian aid reaches beleaguered ethnic Armenians,"Nine months into an effective blockade, a humanitarian aid lorry enters Nagorno-Karabakh.",/news/world-europe-66785156,1
Sex abuse cases and 'cover up' in Swiss Church - report,"A report commissioned by Catholic Church uncovers nearly 1,000 cases dating back to the 1950s.",/news/world-europe-66790394,0
Sara Sharif's siblings moved to childcare facility,A Pakistan court rules on the temporary custody of the children who travelled from the UK with Sara Sharif's father.,/news/world-asia-66777880,0
Russian airliner forced to land in open field,Ural Airlines says no one was injured and denies a lack of spare parts was to blame for hydraulic failure.,/news/world-europe-66785897,1
Stolen Van Gogh handed to art sleuth in Ikea bag,"Arthur Brand met an unnamed man under a tree during a mysterious, years-long quest to find the work.",/news/world-europe-66785150,0
Why are world leaders meeting at the UN?,"Many world leaders will be meeting at the UN General Assembly, but what is the event for?",/news/world-49796807,1
Cameroon's SDF denounce separatists' attempts to disrupt return to school,Cameroon's opposition Social Democratic Front (SDF) party has condemned recent acts of violence by Anglophone separatist fighters aimed at preventing children in the country’s two restive English-speaking regions from effectively resuming school.,/news/articles/cn0zdpn6g42o,1
Stranded Trudeau leaves India after frosty visit,Canada's leader was to leave after tense talks with PM Modi on Sunday but plane problems delayed him.,/news/world-us-canada-66781931,1
French woman hit through wall by stray bullet dies,The 24-year-old was shot in her bedroom after an attack aimed at a drug-dealing hotspot in Marseille.,/news/world-europe-66785170,0
Council keeps up pressure over interconnector plans,The government is set to make a final decision on the £1.2bn cross-Channel electricity link.,/news/uk-england-hampshire-66786345,1
Dozens of crocodiles escape during China floods,Around 75 crocodiles escaped from a breeding farm after Typhoon Haikui caused flooding in Guangdong.,/news/world-asia-china-66784618,0
US unfreezes Iranian billions for prisoner swap,"The US allows banks to move $6bn from South Korea, paving the way for the release of five Americans.",/news/world-middle-east-66784817,1
Colombia cocaine: Coca cultivation reaches record high,A UN report finds the area planted with coca bushes is the biggest ever registered.,/news/world-latin-america-66784678,0
Cow vigilante wanted for India violence arrested,Police allege Monu Manesar instigated deadly religious violence in Haryana state. He denies the charges.,/news/world-asia-india-66783017,0
Hungary-Czechoslovakia invasions were wrong - Putin,Russian leader Vladimir Putin's remarks come as his troops are fighting in Ukraine.,/news/world-europe-66784638,1
One village's search for its last earthquake victim,"No one has any hope of finding Fatima alive, but they say it is important her body is recovered.",/news/world-africa-66785729,0
Paul Simon 'beginning to accept' hearing loss,The US singer-songwriter says his new disability has changed the way he lives and works.,/news/entertainment-arts-66783492,0
Putin and Kim: Friends in need (of ammunition),Russia needs weapons. N Korea has weapons. It's a match made in the geo-political realities of 2023.,/news/world-europe-66784830,1
Nobel laureate who took on strongman wins in court,Renowned Filipina journalist Maria Ressa has been acquitted in the last of five tax evasion cases.,/news/66782826,0
Eco campaigner completes 20-hour Greek island swim,Former plasterer Oly Rush swims non-stop around Ithaca to raise money to clear up marine litter.,/news/uk-england-dorset-66783724,0
Aerosmith postpone six farewell tour shows,"Singer Steven Tyler says he is ""heartbroken"" to push back six shows after ""doctor's orders"".",/news/entertainment-arts-66783490,0
US takes on Google in fight against tech giants,A landmark trial against the search engine will be a key test of whether the US can rein in the industry.,/news/business-66755272,1
Ex-billionaire says family doubted him over attack,"Seán Quinn says suggestions he had a role in executive's abduction are ""character assassination"".",/news/uk-northern-ireland-66781511,0
Supreme Court showdown over Israel's judicial reform,"For the first time ever, all 15 judges convene to consider blocking a controversial new law.",/news/world-middle-east-66751706,1
Delhi G20 declaration sent a positive signal: China,Beijing said the statement showed that the G20 was working together to tackle global challenges.,/news/world-asia-india-66783015,1
Gulf War hostages set to take legal action,"Hostages who were used as ""human shields"" say they should never have been allowed to land in Kuwait.",/news/uk-england-kent-66773861,0
Why mobile saunas are being sent to Ukraine's front line,"The Ukraine war has put Russia's nervous neighbours on high alert, reports Europe editor Katya Adler.",/news/world-europe-66723324,1
US explorer freed from one of Turkey's deepest caves,Mark Dickey is brought out after getting trapped in the Morca Cave for more than a week when he fell ill.,/news/world-europe-66777887,0
Male MP used to breathe on my neck - Australia lawmaker,Karen Andrews says the physical harassment and crude comments occurred inside parliament.,/news/world-australia-66782703,0
Thousands feared dead in Libyan floods,The storm causes severe flooding in eastern Libya after killing a dozen people in Europe last week.,/news/world-africa-66773814,0
Kim Jong Un enters Russia to visit Putin,The North Korean leader is headed to Vladivostok to discuss a potential arms deal.,/news/world-asia-66771568,1
'We need help from whoever will give it',Desperate residents of a remote Moroccan village plead for outside help after the devastation of the quake.,/news/world-africa-66782264,0
Canadian man on trial over Muslim family killings,"Four members of the Afzaal family died when they were run over with a truck in London, Ontario.",/news/world-us-canada-66758437,0
Twinkies maker Hostess Brands bought in $5.6bn deal,Fruit preserves and peanut butter giant JM Smucker is buying the producer of Donettes and Ho Hos.,/news/business-66782253,0
Queen of African horror: I am terrified of ghosts,"British-Nigerian horror writer Nuzo Ono tells the BBC that she sleeps with a ""bright light on"".",/news/world-africa-66707505,0
Trump asks judge in elections case to step aside,"In a legal filing, Mr Trump says past comments by the judge in court are ""disqualifying"".",/news/world-us-canada-66782143,1
America remembers lives lost in 9/11 attacks,President Joe Biden will mark the 22nd anniversary in Alaska on his way back from Vietnam.,/news/world-us-canada-66777104,0
Escaped US killer shaves beard as search widens,"More sightings of Danelo Cavalcante, including one of him clean shaven, are made outside police perimeter.",/news/world-us-canada-66777094,0
Russian missile targeted civilian cargo ship - UK,"UK officials say Moscow fired at the ship in Odesa port, with the attack stopped by air defences.",/news/world-europe-66781487,1
Profile: Kim Jong Un,"When Kim Jong Un took power in 2011, propaganda described him as ""audacious"" - they were not wrong.",/news/world-asia-pacific-11388628,1
Ukraine claims to retake Black Sea drilling rigs,The four strategically important oil and gas platforms were seized by Russia in 2015.,/news/66779639,1
Morocco urged to accept more aid as death toll grows,"Rescuers have been using their bare hands to dig for survivors as the death toll nears 2,700.",/news/world-africa-66777566,1
'You didn't know if you were going to survive',Shabina Bano says she did not know if her family would survive when Friday's quake struck.,/news/uk-england-birmingham-66778685,0
Migrants jailed after small boat crossing violence,The pair were arrested on arrival in Dover after police were attacked by a group on a French beach.,/news/uk-england-kent-66780981,0
Communities 'overwhelmed' by earthquake support,The Moroccan community appeals for aid to send to families impacted by the disaster.,/news/uk-england-wiltshire-66778299,1
Varadkar United Ireland comments 'unhelpful',Chris Heaton-Harris says the Irish PM's comments on reunification are unhelpful to Stormont talks.,/news/uk-northern-ireland-66769783,0
Armagh man guilty of theft linked to fatal robbery,James Flynn stole the keys of a car which was later used in a robbery in which a garda was murdered.,/news/uk-northern-ireland-66779690,0
